"Architecture , URL: /wiki/Microarchitecture
","Fabrication (nm) , URL: /wiki/Semiconductor_device_fabrication
","Family","Release Date","Code name","Model Group","Cores","SMT , URL: /wiki/Simultaneous_multithreading
","Clock rate , URL: /wiki/Clock_rate
MHz , URL: /wiki/Hertz
","Bus , URL: /wiki/Bus_(computing)
","Cache","Cache","Cache","Socket , URL: /wiki/CPU_socket
","Memory Controller","Features","Features","Features"
"K10 , URL: /wiki/AMD_10h
","65","Phenom , URL: /wiki/Phenom_(processor)
","","Agena","9100e,9150e, 9350e, 9450e, 9500, 9550, 9600, 9600B, 9600BE, 9650, 9670, 9750, 9750B, 9850, 9850B 9850BE, 9950BE","4","No","1800-2600","1600, 1800, 2000","64+64","512","2048","Socket AM2+ , URL: /wiki/Socket_AM2%2B
","","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10 , URL: /wiki/AMD_10h
","65","Phenom , URL: /wiki/Phenom_(processor)
","","Toliman","8250e, 8400, 8450, 8450e, 8550, 8600, 8600B, 8650, 8750, 8750B, 8750BE, 8850","3","No","1900-2500","1600, 1800","64+64","512","2048","Socket AM2+ , URL: /wiki/Socket_AM2%2B
","","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10 , URL: /wiki/AMD_10h
","65","Athlon X2 , URL: /wiki/Athlon_X2
","","Kuma","6500BE","2","No","2300","1600, 1800","64+64","1024","","Socket AM2+ , URL: /wiki/Socket_AM2%2B
","","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10 , URL: /wiki/AMD_10h
","65","Athlon X2 , URL: /wiki/Athlon_X2
","","Kuma","7450, 7550, 7750BE, 7850BE","2","No","2400-2800","1600, 1800","64+64","1024","2048","Socket AM2+ , URL: /wiki/Socket_AM2%2B
","","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10 , URL: /wiki/AMD_10h
","65","Athlon , URL: /wiki/Athlon
","","Lima","","1","No","2400–2700","1600, 1800","64+64","512, 1024","","Socket AM2+ , URL: /wiki/Socket_AM2%2B
","","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10 , URL: /wiki/AMD_10h
","65","Sempron , URL: /wiki/Sempron
","","Sparta","","1","No","2700","1600","64+64","512","","Socket AM2+ , URL: /wiki/Socket_AM2%2B
","","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10.5","45","Phenom II , URL: /wiki/Phenom_II
","","Thuban","1100T, 1090T, 1075T, 1055T, 1045T","6/6","No","2600-3300","1800, 2000","64+64","512","6144","Socket AM2+ , URL: /wiki/Socket_AM2%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR2 , URL: /wiki/DDR2_SDRAM
DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10.5","45","Phenom II , URL: /wiki/Phenom_II
","","Zosma","840T, 960T, 970(E0 stepping)","4/6","No","3000-3400","1800, 2000","64+64","512","6144","Socket AM2+ , URL: /wiki/Socket_AM2%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR2 , URL: /wiki/DDR2_SDRAM
DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10.5","45","Phenom II , URL: /wiki/Phenom_II
","","Deneb","980, 975, 970, 965, 955, 945, 940, 925, 920, 910e, 905e, 830, 820, 810, 805","4/4","No","2500-3700","1800, 2000","64+64","512","6144 (805-820 only 4096)","Socket AM2+ , URL: /wiki/Socket_AM2%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR2 , URL: /wiki/DDR2_SDRAM
DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10.5","45","Phenom II , URL: /wiki/Phenom_II
","","Heka","740, 720, 705e","3/4","No","2500–2800","2000","64+64","512","6144","Socket AM2+ , URL: /wiki/Socket_AM2%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR2 , URL: /wiki/DDR2_SDRAM
DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10.5","45","Phenom II , URL: /wiki/Phenom_II
","","Callisto","570, 565, 560, 555, 550, 545","2/4","No","3000-3400","2000","64+64","512","6144","Socket AM2+ , URL: /wiki/Socket_AM2%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR2 , URL: /wiki/DDR2_SDRAM
DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10.5","45","Athlon II , URL: /wiki/Athlon_II
","","Propus","","4","No","2200–2800","2000","64+64","512","","Socket AM2+ , URL: /wiki/Socket_AM2%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR2 , URL: /wiki/DDR2_SDRAM
DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10.5","45","Athlon II , URL: /wiki/Athlon_II
","","Rana","","3","No","2200–3100","2000","64+64","512","","Socket AM2+ , URL: /wiki/Socket_AM2%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR2 , URL: /wiki/DDR2_SDRAM
DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10.5","45","Athlon II , URL: /wiki/Athlon_II
","","Regor","","2","No","1600-3600","2000","64+64","512, 1024","","Socket AM2+ , URL: /wiki/Socket_AM2%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR2 , URL: /wiki/DDR2_SDRAM
DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10.5","45","Sempron , URL: /wiki/AMD_Sempron#Sempron
","","Sargas","130","1","No","2600","2000","64+64","512","","Socket AM2+ , URL: /wiki/Socket_AM2%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR2 , URL: /wiki/DDR2_SDRAM
DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","PowerNow! , URL: /wiki/PowerNow!
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10.5","45","Sempron , URL: /wiki/AMD_Sempron#Sempron
","","Sargas","140","1","No","2700","2000","64+64","1024","","Socket AM2+ , URL: /wiki/Socket_AM2%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR2 , URL: /wiki/DDR2_SDRAM
DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","PowerNow! , URL: /wiki/PowerNow!
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10.5","45","Sempron , URL: /wiki/AMD_Sempron#Sempron
","","Sargas","145","1","No","2800","2000","64+64","1024","","Socket AM2+ , URL: /wiki/Socket_AM2%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR2 , URL: /wiki/DDR2_SDRAM
DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","PowerNow! , URL: /wiki/PowerNow!
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10.5","45","Sempron , URL: /wiki/AMD_Sempron#Sempron
","","Sargas","150","1","No","2900","2000","64+64","1024","","Socket AM2+ , URL: /wiki/Socket_AM2%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR2 , URL: /wiki/DDR2_SDRAM
DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","PowerNow! , URL: /wiki/PowerNow!
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10.5","45","Turion II , URL: /wiki/AMD_Turion#Turion_II
","","Caspian","","2","No","2000-2700","1800, 1600","64+64","512, 1024","","Socket S1G3","DDR2 , URL: /wiki/DDR2_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","PowerNow! , URL: /wiki/PowerNow!
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"K10.5","32","Llano , URL: /wiki/AMD_APU#Llano
","","Llano","E2-3200, A4-3300, A4-3420, A6-3500, A6-3600, A6-3620, A6-3650, A6-3670K, A8-3800, A8-3820, A8-3850, A8-3870K","2/3/4","No","2100-3000","","64+64","1024, 3072, 4096","","Socket FM1 , URL: /wiki/Socket_FM1
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE4a , URL: /wiki/SSE4a
Enhanced 3DNow! , URL: /wiki/3DNow!
","PowerNow! , URL: /wiki/PowerNow!
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"Bobcat , URL: /wiki/Bobcat_(microarchitecture)
","40","Bobcat","","Desna, Ontario, Zacate","C-series, E-series, G-series, Z-series","1/2","No","1000 - 1750","","32 + 32","512 KB (per core)","","FT1 , URL: /wiki/FT1
","DDR3 , URL: /wiki/DDR3
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
","PowerNow! , URL: /wiki/PowerNow!
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","32","Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","","Zambezi","FX-4100 series (4100, 4120, 4130, 4150, 4170)","4","No","3600-4200 (3700-4300 boost)","2600","2 x 16 KB (data) + 64 KB (instruction)(per module)","4x2","8","Socket AM3+ , URL: /wiki/Socket_AM3%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","32","Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","","Zambezi","FX-6100 series (6100, 6120, 6130, 6200)","6","No","3300-3800 (3600-4200 boost)","2600","2 x 16 KB (data) + 64 KB (instruction)(per module)","4x2","8","Socket AM3+ , URL: /wiki/Socket_AM3%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","32","Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","","Zambezi","FX-8100 series (8100, 8120, 8140, 8150, 8170)","8","No","2800-3900 (3100-4500 boost)","2600","2 x 16 KB (data) + 64 KB (instruction)(per module)","4x2","8","Socket AM3+ , URL: /wiki/Socket_AM3%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","32","Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","","Zurich","Opteron 3200 series (3250HE, 3260HE, 3280)","4/8","No","2400-2700 (2700-3700 boost)","2600","2 x 16 KB (data) + 64 KB (instruction)(per module)","4x2","8","Socket AM3+ , URL: /wiki/Socket_AM3%2B
Socket AM3 , URL: /wiki/Socket_AM3
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","32","Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","","Valencia","Opteron 4200 series (42DX, 42MX, 4226, 4228HE, 4230HE, 4234, 4238, 4240, 4256EE,4274HE, 4276HE, 4280, 4284)","4/6/8","No","1600-3400 (1900-3800 boost)","2600","2 x 16 KB (data) + 64 KB (instruction)(per module)","4x2","8","Socket C32 , URL: /wiki/Socket_C32
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","32","Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","","Interlagos","Opteron 6200 series (6204, 6212, 6220, 6230HE, 6234, 6238, 6262HE, 6272, 6274, 6276, 6278, 6282SE, 6284SE)","4/8/12/16","No","1600-3300 (2100-3600 boost)","2600","2 x 16 KB (data) + 64 KB (instruction)(per module)","4x2","8","Socket G34 , URL: /wiki/Socket_G34
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
