"ACER","","","","","","","","","","","","","","","","","","","","","",""
"Manufacturer , URL: /wiki/Manufacturer
","Model","kg , URL: /wiki/Kilogram
","lb , URL: /wiki/Pound_(weight)
","Display size , URL: /wiki/Viewable_image_size
","Display resolution , URL: /wiki/Display_resolution
","Display DPI [Note 1]","CPU , URL: /wiki/Central_processing_unit
","GHz , URL: /wiki/GHz
","HSDPA , URL: /wiki/HSDPA
","Video chipset","Video connection(s)","Storage type , URL: /wiki/Computer_data_storage
","GB , URL: /wiki/Gigabyte
","RAM , URL: /wiki/Random-access_memory
GB , URL: /wiki/Gigabyte
","h , URL: /wiki/Hour
","h , URL: /wiki/Hour
","Keyboard size , URL: /wiki/Keyboard_(computing)#Laptop-size
","Camera , URL: /wiki/Video_Camera
","Mouse , URL: /wiki/Mouse_(computing)
","Linux , URL: /wiki/Linux
","Windows , URL: /wiki/Microsoft_Windows
","Manual / DataSheet"
"Manufacturer , URL: /wiki/Manufacturer
","Model","kg , URL: /wiki/Kilogram
","lb , URL: /wiki/Pound_(weight)
","Display size , URL: /wiki/Viewable_image_size
","Display resolution , URL: /wiki/Display_resolution
","Display DPI [Note 1]","CPU , URL: /wiki/Central_processing_unit
","GHz , URL: /wiki/GHz
","HSDPA , URL: /wiki/HSDPA
","Video chipset","Video connection(s)","Storage type , URL: /wiki/Computer_data_storage
","GB , URL: /wiki/Gigabyte
","RAM , URL: /wiki/Random-access_memory
GB , URL: /wiki/Gigabyte
","h , URL: /wiki/Hour
","h , URL: /wiki/Hour
","Keyboard size , URL: /wiki/Keyboard_(computing)#Laptop-size
","Camera , URL: /wiki/Video_Camera
","Mouse , URL: /wiki/Mouse_(computing)
","Linux , URL: /wiki/Linux
Unix , URL: /wiki/Unix-like
","Windows , URL: /wiki/Microsoft_Windows
","Manual / DataSheet"
"Samsung , URL: /wiki/Samsung_Corporation
","N120 , URL: /w/index.php?title=Samsung_N120&action=edit&redlink=1
","1.28","2.8","10.2","1024x600 glossy LED","116","Atom 280 , URL: /wiki/Intel_Atom
","1.6","","GMA 950","VGA","HDD , URL: /wiki/Hard_disk_drive
","160","1","8 (6-cell)","11 (9-cell)","93%","?","","?","XP , URL: /wiki/Windows_XP
",""
"Samsung , URL: /wiki/Samsung_Corporation
","N110 , URL: /w/index.php?title=Samsung_N110&action=edit&redlink=1
","1.3","2.9","10.2","1024x600 glossy","116","Atom , URL: /wiki/Intel_Atom
","1.6","","GMA 950","VGA","HDD , URL: /wiki/Hard_disk_drive
","160","1","4.6 (6-cell)","7.5 (6-cell)","93%","?","","?","XP , URL: /wiki/Windows_XP
",""
"Samsung , URL: /wiki/Samsung_Corporation
","NC10 , URL: /wiki/Samsung_NC10
","1.3","2.9","10.2","1024x600 matte","116","Atom N270 , URL: /wiki/Intel_Atom
","1.6","","GMA 950","VGA","HDD , URL: /wiki/Hard_disk_drive
","160","1","4.6 (6-cell)[65]","7.5 (6-cell)[65]","93%","1.3","","?","XP , URL: /wiki/Windows_XP
",""
"Samsung , URL: /wiki/Samsung_Corporation
","NC20 , URL: /wiki/Samsung_NC20
","1.5","3.3","12.1","1280x800 glossy","124","Nano , URL: /wiki/VIA_Nano
","1.3+","","VIA VX800","VGA","HDD , URL: /wiki/Hard_disk_drive
","160","1","?","?","97%","?","","?","XP , URL: /wiki/Windows_XP
",""
"Samsung , URL: /wiki/Samsung_Corporation
","NB30","1.24","2.73","10.1","1024x600 WSVGA matte LED","","Atom N450 , URL: /wiki/Intel_Atom
","1.66","no","Intel GMA3150","VGA","HDD , URL: /wiki/Hard_disk_drive
SDHC , URL: /wiki/Secure_Digital#SDHC
","250","1, 2 (one slot, field upgradable)","","10.5 (6-cell, 66Wh, 5900mAh)","","MP , URL: /wiki/Pixel#Megapixel
","Touchpad , URL: /wiki/Touchpad
","","7 Starter , URL: /wiki/Windows_7
",""
"Samsung , URL: /wiki/Samsung_Corporation
","N220","1.32","2.91","10.1","1024x600 WSVGA matte LED","","Atom N450 , URL: /wiki/Intel_Atom
","1.66","no","Intel GMA3150","VGA","HDD , URL: /wiki/Hard_disk_drive
SDHC , URL: /wiki/Secure_Digital#SDHC
","250","1, 2 (one slot, field upgradable)","","11","","MP , URL: /wiki/Pixel#Megapixel
","Touchpad , URL: /wiki/Touchpad
","","7 Starter , URL: /wiki/Windows_7
",""
"SHARP","","","","","","","","","","","","","","","","","","","","","",""
"Sharp , URL: /wiki/Sharp_Corporation
","Willcom D4 , URL: /wiki/Sharp_Willcom_D4
","0.47","1.03","5","1024×768","256","Atom , URL: /wiki/Intel_Atom
","1.6","","?","?","HDD , URL: /wiki/Hard_disk_drive
","?","1","?","?","?","?","","?","?",""
"Sinomanic , URL: /wiki/Sinomanic
","Tianhua GX-1C , URL: /wiki/Tianhua_GX-1C
","?","?","8.4","1280x1024 SXGA","195","Loongson , URL: /wiki/Loongson
","0.4 – 0.6","","?","?","HDD , URL: /wiki/Hard_disk_drive
","40","0.125","?","?","?","?","","Debian , URL: /wiki/Debian
","None (not x86 based)",""
"Skytone , URL: /wiki/Skytone
","HiVision NB0700 , URL: /wiki/HiVision_NB0700
","0.72","1.59","7.0","800×480 WVGA","133","MIPS , URL: /wiki/MIPS_architecture
","0.4","","?","?","SSD , URL: /wiki/Solid-state_drive
","1","?","?","?","?","?","","Custom","None (not x86 based)",""
"Skytone , URL: /wiki/Skytone
","Razorbook , URL: /wiki/Skytone_Alpha-400
","0.72","1.59","7","800×480","133","XBurst , URL: /wiki/XBurst
MIPS , URL: /wiki/MIPS_architecture
","0.4","","?","?","NAND , URL: /wiki/Flash_memory#NAND_flash
","4","0.5","3 (2-cell)","3 (2-cell)","?","?","","?","Windows CE , URL: /wiki/Windows_CE
",""
"Skytone , URL: /wiki/Skytone
","Skytone Alpha-400 , URL: /wiki/Skytone_Alpha-400
","0.72","1.59","7","800×480","133","XBurst , URL: /wiki/XBurst
MIPS , URL: /wiki/MIPS_architecture
","0.4","","?","None (VGA on some models)","NAND , URL: /wiki/Flash_memory#NAND_flash
","1","0.125","3 (2-cell)","3 (2-cell)","?","?","","Linux , URL: /wiki/Linux
","None (not x86 based)",""
"Sony","","","","","","","","","","","","","","","","","","","","","",""
"Sony , URL: /wiki/Sony
","P-Series , URL: /wiki/P-Series-Netbook
","0.64","1.41","8","1600x768","221","Atom , URL: /wiki/Intel_Atom
","1.3","","GMA 500 , URL: /wiki/Intel_GMA#GMA_500
","?","SSD/HDD","128/64/60","2","3:08 CNet video playback","?","88%","?","","?","Vista , URL: /wiki/Windows_Vista
",""
"SYSTEM76","","","","","","","","","","","","","","","","","","","","","",""
"System76 , URL: /wiki/System76
","Starling Netbook 4 , URL: /w/index.php?title=Starling_Netbook&action=edit&redlink=1
","0.907","2.0","10.1","1024x600","117","Intel Atom , URL: /wiki/Intel_Atom_(CPU)
N550 , URL: /wiki/Intel_Atom_N550
","1.5","","Intel GMA 3150 , URL: /wiki/Intel_GMA_3150
","One VGA","SSD/HDD","250/320/500/600HDD 40/80/120/160SSD","2","3 (3-cell)","6 (6-cell)","95%","0.3 MP","Touchpad , URL: /wiki/Touchpad
","Ubuntu , URL: /wiki/Ubuntu_(operating_system)
","None",""
"Sylvania Computers , URL: /wiki/Osram_Sylvania
","G Netbook , URL: /w/index.php?title=Sylvania_GNET13001&action=edit&redlink=1
","0.85","1.87","7","800×480","133","C7-M , URL: /wiki/VIA_C7
","1.2","","?","?","HDD , URL: /wiki/Hard_disk_drive
","30","1","?","?","?","?","","Ubuntu , URL: /wiki/Ubuntu_(operating_system)
","XP , URL: /wiki/Windows_XP
",""
"TOSHIBA","","","","","","","","","","","","","","","","","","","","","",""
"Manufacturer , URL: /wiki/Manufacturer
","Model","kg , URL: /wiki/Kilogram
","lb , URL: /wiki/Pound_(weight)
","Display size , URL: /wiki/Viewable_image_size
","Display resolution , URL: /wiki/Display_resolution
","Display DPI [Note 1]","CPU , URL: /wiki/Central_processing_unit
","GHz , URL: /wiki/GHz
","HSDPA , URL: /wiki/HSDPA
","Video chipset","Video connection(s)","Storage type , URL: /wiki/Computer_data_storage
","GB , URL: /wiki/Gigabyte
","RAM , URL: /wiki/Random-access_memory
GB , URL: /wiki/Gigabyte
","h , URL: /wiki/Hour
","h , URL: /wiki/Hour
","Keyboard size , URL: /wiki/Keyboard_(computing)#Laptop-size
","Camera , URL: /wiki/Video_Camera
","Mouse , URL: /wiki/Mouse_(computing)
","Linux , URL: /wiki/Linux
Unix , URL: /wiki/Unix-like
","Windows , URL: /wiki/Microsoft_Windows
","Manual / DataSheet"
"Toshiba , URL: /wiki/Toshiba
","AC100 , URL: /wiki/Toshiba_AC100
","0.87","1.91","LED , URL: /wiki/Light-emitting_diode
","1024×600","117","Tegra 250 , URL: /wiki/Nvidia_Tegra
","1.0","No","Tegra 250 , URL: /wiki/Nvidia_Tegra
","HDMI","SSD , URL: /wiki/Solid_State_Drive
","8","512 MB","7","48","?","1.3 MP","Touchpad , URL: /wiki/Touchpad
","Android , URL: /wiki/Android_(operating_system)
","none (non-x86)",""
"Toshiba , URL: /wiki/Toshiba
","NB100 , URL: /w/index.php?title=Toshiba_NB100&action=edit&redlink=1
","1.00","2.20","8.9","1024x640","135","Atom , URL: /wiki/Intel_Atom
","1.6","","GMA 950 , URL: /wiki/Intel_GMA#GMA_950
","VGA","HDD , URL: /wiki/Hard_disk_drive
","80 (Linux), 120 (XP)","0.5 (Linux), 1 (XP), up to 2 GB","(4 cell)","?","?","1.3 MP","Touchpad , URL: /wiki/Touchpad
","Ubuntu Netbook Remix , URL: /wiki/Ubuntu_Netbook_Remix
","XP",""
"Toshiba , URL: /wiki/Toshiba
","NB105 , URL: /w/index.php?title=Toshiba_Satellite_NB105&action=edit&redlink=1
","?","?","LED , URL: /wiki/Light-emitting_diode
","?","?","Atom , URL: /wiki/Intel_Atom
","1.6","","?","?","HDD , URL: /wiki/Hard_disk_drive
","120","1","?","?","?","?","","?","XP",""
"Toshiba , URL: /wiki/Toshiba
","NB200 , URL: /w/index.php?title=Toshiba_Satellite_NB200&action=edit&redlink=1
","1.15","2.32","LED , URL: /wiki/Light-emitting_diode
","1024×600","117","Atom N280 , URL: /wiki/Intel_Atom
","1.66","","GMA 950","VGA","HDD , URL: /wiki/Hard_disk_drive
","160-250","1-2 GB","4 (3-Cell)","9 (6,9-Cell)","?","1.3 MP","Touchpad , URL: /wiki/Touchpad
","Linux not avail","XP , URL: /wiki/Windows_XP
7 Starter , URL: /wiki/Windows_7
",""
"VIA","","","","","","","","","","","","","","","","","","","","","",""
"VIA , URL: /wiki/VIA_Technologies
","Nanobook , URL: /wiki/Nanobook
","0.85","1.87","7.0","800×480 WVGA Touchscreen","133","C7-M , URL: /wiki/VIA_C7
","1.2","","?","DVI-I , URL: /wiki/Digital_Visual_Interface
","HDD , URL: /wiki/Hard_disk_drive
","30","1","?","?","?","?","","Linux , URL: /wiki/Linux
","XP , URL: /wiki/Windows_XP
Vista , URL: /wiki/Windows_Vista
",""
"VIA , URL: /wiki/VIA_Technologies
","Openbook , URL: /wiki/VIA_Openbook
","1.00","2.20","8.9","1024×600 WSVGA","133","C7-M , URL: /wiki/VIA_C7
","1.6","","?","VGA","HDD , URL: /wiki/Hard_disk_drive
","80","2","?","?","?","?","","Linux , URL: /wiki/Linux
","XP , URL: /wiki/Windows_XP
Vista , URL: /wiki/Windows_Vista
",""
"Zelybron , URL: /w/index.php?title=Zelybron&action=edit&redlink=1
","Micro Nina , URL: /wiki/Zelybron_Micro_Nina
","1.27","2.79","10.2","1280×600 WXGA glossy","147","C7-M , URL: /wiki/VIA_C7
","1.6","","?","?","HDD , URL: /wiki/Hard_disk_drive
","120","1 – 4","2 (3-cell)","4 (6-cell)","92%","","Touchpad , URL: /wiki/Touchpad
","ZelybronBSD , URL: /w/index.php?title=ZelybronBSD&action=edit&redlink=1
","",""
